Plot #,Type,Species,Bottom,Middle,Top
8,woody,Hamamelis virginiana,58,4,0
8,woody,Populus grandidentata,9,0,1
8,woody,Prunus serotina,4,5,42
8,woody,Prunus virginiana,1,1,1
8,woody,Quercus alba,1,13,34
8,woody,Quercus rubra,33,45,33
8,woody,Quercus velutina,1,1,30
8,woody,Sassafras albidum,1,1,1
8,woody,Tilia americana,0,0,0
8,woody,Ceanothus americanus,0,0,0
8,woody,Celastrus scandens,0,0,0
8,woody,Cornus racemosa,0,1,1
8,woody,Gaylussacia baccata,19,162,142
8,woody,Juniperus communis,0,1,2
8,woody,Parthenocissus quinquefolia,1,0,1
8,woody,Ribes cynosbati,1,6,1
8,woody,Rosa carolina,5,6,15
8,woody,Vaccinium corymbosum,0,45,90
8,woody,Vitis sp.,1,3,0
8,herb,Antennaria fallax,8,37,58
8,herb,Agropyron trachycaulum,4,16,8
8,herb,Amphicarpa bracteata,11,30,25
8,herb,Amph. Bract. V com.,0,0,0
8,herb,Andropogon gerardi,0,0,0
8,herb,Andropogon scoparius,0,0,0
8,herb,Aster macrophyllus,26,28,30
8,herb,Aster sagittifolius,5,4,2
8,herb,Cystopteris fragilis,0,1,0
8,herb,Desmodium nudiflorum,10,7,2
8,herb,Desmodium paniculatum,0,0,0
8,herb,Desmodium rotundifolium,0,0,0
8,herb,Erigeron pulchellus,0,0,1
8,herb,Festuca obtusa,28,1,1
8,herb,Galium boreale,3,29,109
8,herb,Galium circaezans,1,1,2
8,herb,Galium pilosum,0,0,0
8,herb,Galium triflorum,1,1,0
8,herb,Geranium maculatum,11,5,18
8,herb,Hepatica americana,123,93,151
8,herb,Heuchera richardsonii,1,8,31
8,herb,Hieracium venosum,0,0,1
8,herb,Hystrix patula,0,0,0
8,herb,Lathyrus ochroleucus,0,0,0
8,herb,Lespedeza intermedia,0,0,0
8,herb,Lespedeza virginica,0,0,0
8,herb,Lysimachia quadrifolia,0,0,0
8,herb,Monarda fistulosa,1,1,14
8,herb,Oenothera biennis,0,0,0
8,herb,Osmorhiza claytoni,0,0,0
8,herb,Panicum dichotomum,0,0,0
8,herb,Panicum latifolium,33,6,18
8,herb,Pedicularis canadensis,14,36,1
8,herb,Phlox pilosa,0,3,6
8,herb,Phryma leptostachya,0,1,0
8,herb,Poa compressa,4,23,74
8,herb,Potentilla simplex,1,0,0
8,herb,Prenanthes alba,2,11,7
8,herb,Prunella vulgaris,9,7,12
8,herb,Rubus flagellaris,1,1,1
8,herb,Rubus occidentalis,1,16,1
8,herb,Rudberckia hirta,5,1,1
8,herb,Sanicula sp.,1,1,1
8,herb,Senecio pauperculus,0,0,0
8,herb,Solidago juncea,1,0,1
8,herb,Solidago nemoralis,1,0,1
8,herb,Taenidia integerrima,0,1,2
8,herb,Thalictrum dioicum,339,255,48
8,herb,Vicia carolina,1,1,0
8,herb,Viola sororia,3,2,10
8,herb,Adiantum pedatum,21,1,0
8,herb,Anemonella thalictroides,8,1,1
8,herb,Apocynum androsaemifolium,0,0,0
8,herb,Asclepias exaltata,1,3,0
8,herb,Asclepias syriaca,0,1,0
8,herb,Carex pensylvanica,361,366,364
8,herb,Euphorbia corrolata,0,0,0
8,herb,Poa pratensis,0,1,1
8,herb,Polygonatum biflorum,1,6,6
8,herb,Pteridium aquilinum,6,50,45
8,herb,Smilacina racemosa,9,6,18
8,herb,Uvularia grandiflora,1,1,2
8,herb,Veronicastrum virginianum,1,0,1
8,herb,Helianthus divaricatus,5,1,6
8,herb,Parietaria pensylvanica,1,0,0
9,woody,Acer rubrum,16,38,1
9,woody,Amelanchier arborea,1,19,2
9,woody,Amelanchier laevis,1,1,1
9,woody,Amelanchier sanguinea,0,0,0
9,woody,Carya spp.,6,1,9
9,woody,Crataegus sp.,1,1,1
9,woody,Fraxinus americana,0,0,0
9,woody,Hamamelis virginiana,0,0,0
9,woody,Populus grandidentata,1,1,1
9,woody,Prunus serotina,545,125,141
9,woody,Prunus virginiana,1,1,1
9,woody,Quercus alba,65,8,7
9,woody,Quercus rubra,0,1,0
9,woody,Quercus velutina,62,30,17
9,woody,Sassafras albidum,1,1,1
9,woody,Tilia americana,0,0,0
9,woody,Ceanothus americanus,0,0,0
9,woody,Celastrus scandens,1,1,1
9,woody,Cornus racemosa,9,1,1
9,woody,Gaylussacia baccata,0,0,0
9,woody,Juniperus communis,1,1,1
9,woody,Parthenocissus quinquefolia,0,1,0
9,woody,Ribes cynosbati,12,7,1
9,woody,Rosa carolina,1,10,7
9,woody,Vaccinium corymbosum,1,1,0
9,woody,Vitis sp.,1,2,15
9,herb,Antennaria fallax,4,1,15
9,herb,Agropyron trachycaulum,0,0,0
9,herb,Amphicarpa bracteata,338,1156,1716
9,herb,Amph. Bract. V com.,1,1,45
9,herb,Andropogon gerardi,0,9,142
9,herb,Andropogon scoparius,0,1,137
9,herb,Aster macrophyllus,0,0,0
9,herb,Aster sagittifolius,4,31,16
9,herb,Cystopteris fragilis,0,0,0
9,herb,Desmodium nudiflorum,13,2,1
9,herb,Desmodium paniculatum,1,1,0
9,herb,Desmodium rotundifolium,1,160,0
9,herb,Erigeron pulchellus,1,15,27
9,herb,Festuca obtusa,0,0,0
9,herb,Galium boreale,0,0,0
9,herb,Galium circaezans,11,3,1
9,herb,Galium pilosum,1,21,13
9,herb,Galium triflorum,0,0,0
9,herb,Geranium maculatum,1,0,0
9,herb,Hepatica americana,0,1,4
9,herb,Heuchera richardsonii,0,0,0
9,herb,Hieracium venosum,1,24,1
9,herb,Hystrix patula,0,0,0
9,herb,Lathyrus ochroleucus,0,0,0
9,herb,Lespedeza intermedia,0,0,1
9,herb,Lespedeza virginica,2,27,11
9,herb,Lysimachia quadrifolia,4,4,1
9,herb,Monarda fistulosa,4,9,8
9,herb,Oenothera biennis,0,1,1
9,herb,Osmorhiza claytoni,0,0,0
9,herb,Panicum dichotomum,0,1,0
9,herb,Panicum latifolium,1,2,0
9,herb,Pedicularis canadensis,0,0,0
9,herb,Phlox pilosa,1,6,21
9,herb,Phryma leptostachya,0,0,0
9,herb,Poa compressa,15,30,104
9,herb,Potentilla simplex,1,1,0
9,herb,Prenanthes alba,0,0,0
9,herb,Prunella vulgaris,0,0,0
9,herb,Rubus flagellaris,4,6,3
9,herb,Rubus occidentalis,15,1,1
9,herb,Rudberckia hirta,0,1,0
9,herb,Sanicula sp.,0,0,0
9,herb,Senecio pauperculus,0,1,5
9,herb,Solidago juncea,4,1,1
9,herb,Solidago nemoralis,1,1,2
9,herb,Taenidia integerrima,6,10,13
9,herb,Thalictrum dioicum,0,0,0
9,herb,Vicia carolina,7,4,7
9,herb,Viola sororia,9,0,0
9,herb,Adiantum pedatum,0,0,0
9,herb,Anemonella thalictroides,0,0,0
9,herb,Apocynum androsaemifolium,0,1,2
9,herb,Asclepias exaltata,0,0,0
9,herb,Asclepias syriaca,1,0,1
9,herb,Carex pensylvanica,222,405,211
9,herb,Euphorbia corrolata,1,3,1
9,herb,Poa pratensis,17,42,27
9,herb,Polygonatum biflorum,2,4,6
9,herb,Pteridium aquilinum,1,146,9
9,herb,Smilacina racemosa,5,1,2
9,herb,Uvularia grandiflora,0,0,0
9,herb,Veronicastrum virginianum,0,0,0
9,herb,Helianthus divaricatus,43,72,83
9,herb,Parietaria pensylvanica,0,0,0
10,woody,Acer rubrum,3,20,35
10,woody,Amelanchier arborea,0,1,5
10,woody,Amelanchier laevis,10,3,1
10,woody,Amelanchier sanguinea,0,0,3
10,woody,Carya spp.,0,9,20
10,woody,Crataegus sp.,0,1,1
10,woody,Fraxinus americana,0,0,0
10,woody,Hamamelis virginiana,106,55,124
10,woody,Populus grandidentata,0,0,0
10,woody,Prunus serotina,26,68,235
10,woody,Prunus virginiana,30,0,4
10,woody,Quercus alba,1,1,17
10,woody,Quercus rubra,1,2,1
10,woody,Quercus velutina,1,4,9
10,woody,Sassafras albidum,1,1,1
10,woody,Tilia americana,1,1,2
10,woody,Ceanothus americanus,0,0,0
10,woody,Celastrus scandens,0,0,1
10,woody,Cornus racemosa,1,0,1
10,woody,Gaylussacia baccata,0,2,76
10,woody,Juniperus communis,0,1,1
10,woody,Parthenocissus quinquefolia,0,0,0
10,woody,Ribes cynosbati,1,17,1
10,woody,Rosa carolina,0,1,1
10,woody,Vaccinium corymbosum,0,0,12
10,woody,Vitis sp.,1,1,1
10,herb,Antennaria fallax,0,1,4
10,herb,Agropyron trachycaulum,0,0,0
10,herb,Amphicarpa bracteata,15,1,31
10,herb,Amph. bract. v. com.,0,0,0
10,herb,Andropogon gerardi,0,0,0
10,herb,Andropogon scoparius,0,0,0
10,herb,Aster macrophyllus,1,10,36
10,herb,Aster sagittifolius,1,7,3
10,herb,Cystopteris fragilis,1,0,0
10,herb,Desmodium nudiflorum,8,10,18
10,herb,Desmodium paniculatum,0,0,0
10,herb,Desmodium rotundifolium,0,0,0
10,herb,Erigeron pulchellus,0,0,1
10,herb,Festuca obtusa,1,16,1
10,herb,Galium boreale,1,1,34
10,herb,Galium circaezans,5,1,1
10,herb,Galium pilosum,0,0,0
10,herb,Galium triflorum,0,1,0
10,herb,Geranium maculatum,4,19,25
10,herb,Hepatica americana,54,95,135
10,herb,Heuchera richardsonii,1,1,2
10,herb,Hieracium venosum,0,1,1
10,herb,Hystrix patula,0,0,0
10,herb,Lathyrus ochroleucus,0,0,1
10,herb,Lespedeza intermedia,0,0,0
10,herb,Lespedeza virginica,0,0,0
10,herb,Lysimachia quadrifolia,0,1,1
10,herb,Monarda fistulosa,0,1,18
10,herb,Oenothera biennis,0,0,0
10,herb,Osmorhiza claytoni,0,0,0
10,herb,Panicum dichotomum,0,0,0
10,herb,Panicum latifolium,1,4,13
10,herb,Pedicularis canadensis,0,0,3
10,herb,Phlox pilosa,0,0,0
10,herb,Phryma leptostachya,20,2,1
10,herb,Poa compressa,0,4,15
10,herb,Potentilla simplex,0,0,4
10,herb,Prenanthes alba,1,1,6
10,herb,Prunella vulgaris,1,10,1
10,herb,Rubus flagellaris,0,1,1
10,herb,Rubus occidentalis,1,1,1
10,herb,Rudberckia hirta,1,1,1
10,herb,Sanicula sp.,1,1,1
10,herb,Senecio pauperculus,0,0,0
10,herb,Solidago juncea,0,1,0
10,herb,Solidago nemoralis,0,0,0
10,herb,Taenidia integerrima,0,5,6
10,herb,Thalictrum dioicum,43,154,105
10,herb,Vicia carolina,0,0,0
10,herb,Viola sororia,7,4,1
10,herb,Adiantum pedatum,65,32,1
10,herb,Anemonella thalictroides,1,1,11
10,herb,Apocynum androsaemifolium,0,0,0
10,herb,Asclepias exaltata,1,2,1
10,herb,Asclepias syriaca,0,0,0
10,herb,Carex pensylvanica,12,67,182
10,herb,Euphorbia corrolata,0,0,0
10,herb,Poa pratensis,0,1,1
10,herb,Polygonatum biflorum,1,1,5
10,herb,Pteridium aquilinum,0,0,1
10,herb,Smilacina racemosa,1,12,19
10,herb,Uvularia grandiflora,24,17,45
10,herb,Veronicastrum virginianum,1,1,0
10,herb,Helianthus divaricatus,1,1,1
10,herb,Parietaria pensylvanica,0,1,0
11,woody,Acer rubrum,1,1,1
11,woody,Amelanchier arborea,19,16,10
11,woody,Amelanchier laevis,1,0,1
11,woody,Amelanchier sanguinea,1,6,0
11,woody,Carya spp.,97,141,28
11,woody,Crataegus sp.,1,0,0
11,woody,Fraxinus americana,0,0,0
11,woody,Hamamelis virginiana,146,129,17
11,woody,Populus grandidentata,0,0,0
11,woody,Prunus serotina,69,156,65
11,woody,Prunus virginiana,0,1,1
11,woody,Quercus alba,13,22,1
11,woody,Quercus rubra,1,42,4
11,woody,Quercus velutina,15,7,1
11,woody,Sassafras albidum,1,0,1
11,woody,Tilia americana,1,1,1
11,woody,Ceanothus americanus,0,0,0
11,woody,Celastrus scandens,0,0,0
11,woody,Cornus racemosa,1,0,1
11,woody,Gaylussacia baccata,12,0,0
11,woody,Juniperus communis,0,0,0
11,woody,Parthenocissus quinquefolia,1,0,0
11,woody,Ribes cynosbati,1,0,0
11,woody,Rosa carolina,1,2,3
11,woody,Vaccinium corymbosum,0,0,0
11,woody,Vitis sp.,1,13,3
11,herb,Antennaria fallax,1,1,1
11,herb,Agropyron trachycaulum,1,1,1
11,herb,Amphicarpa bracteata,2,1,3
11,herb,Amph. Bract. V com.,5,0,0
11,herb,Andropogon gerardi,0,0,0
11,herb,Andropogon scoparius,0,0,0
11,herb,Aster macrophyllus,271,171,43
11,herb,Aster sagittifolius,1,1,1
11,herb,Cystopteris fragilis,0,0,0
11,herb,Desmodium nudiflorum,1,1,0
11,herb,Desmodium paniculatum,0,0,0
11,herb,Desmodium rotundifolium,0,0,0
11,herb,Erigeron pulchellus,0,1,1
11,herb,Festuca obtusa,1,1,1
11,herb,Galium boreale,301,151,45
11,herb,Galium circaezans,36,8,1
11,herb,Galium pilosum,0,0,0
11,herb,Galium triflorum,0,0,0
11,herb,Geranium maculatum,19,15,10
11,herb,Hepatica americana,97,91,70
11,herb,Heuchera richardsonii,5,5,1
11,herb,Hieracium venosum,0,0,1
11,herb,Hystrix patula,0,0,0
11,herb,Lathyrus ochroleucus,8,1,1
11,herb,Lespedeza intermedia,0,0,0
11,herb,Lespedeza virginica,0,0,0
11,herb,Lysimachia quadrifolia,0,0,0
11,herb,Monarda fistulosa,0,5,1
11,herb,Oenothera biennis,0,0,0
11,herb,Osmorhiza claytoni,0,0,0
11,herb,Panicum dichotomum,0,0,0
11,herb,Panicum latifolium,1,0,0
11,herb,Pedicularis canadensis,0,0,0
11,herb,Phlox pilosa,0,0,0
11,herb,Phryma leptostachya,0,0,0
11,herb,Poa compressa,2,9,8
11,herb,Potentilla simplex,0,0,0
11,herb,Prenanthes alba,0,0,0
11,herb,Prunella vulgaris,0,0,0
11,herb,Rubus flagellaris,0,1,3
11,herb,Rubus occidentalis,1,8,29
11,herb,Rudberckia hirta,0,0,0
11,herb,Sanicula sp.,1,10,1
11,herb,Senecio pauperculus,0,0,0
11,herb,Solidago juncea,0,1,0
11,herb,Solidago nemoralis,0,0,0
11,herb,Taenidia integerrima,1,0,0
11,herb,Thalictrum dioicum,24,1,1
11,herb,Vicia carolina,1,1,1
11,herb,Viola sororia,6,8,1
11,herb,Adiantum pedatum,0,0,0
11,herb,Anemonella thalictroides,18,19,15
11,herb,Apocynum androsaemifolium,0,1,0
11,herb,Asclepias exaltata,0,0,0
11,herb,Asclepias syriaca,1,8,1
11,herb,Carex pensylvanica,524,475,211
11,herb,Euphorbia corrolata,0,0,0
11,herb,Poa pratensis,0,3,12
11,herb,Polygonatum biflorum,9,7,2
11,herb,Pteridium aquilinum,1,0,1
11,herb,Smilacina racemosa,18,30,24
11,herb,Uvularia grandiflora,30,8,11
11,herb,Veronicastrum virginianum,2,3,1
11,herb,Helianthus divaricatus,1,1,7
11,herb,Parietaria pensylvanica,2,1,1
12,woody,Acer rubrum,21,7,8
12,woody,Amelanchier arborea,3,22,24
12,woody,Amelanchier laevis,2,1,1
12,woody,Amelanchier sanguinea,1,1,1
12,woody,Carya spp.,46,21,30
12,woody,Crataegus sp.,1,1,2
12,woody,Fraxinus americana,0,0,0
12,woody,Hamamelis virginiana,1,0,0
12,woody,Populus grandidentata,1,1,0
12,woody,Prunus serotina,48,51,141
12,woody,Prunus virginiana,1,1,1
12,woody,Quercus alba,294,80,46
12,woody,Quercus rubra,110,91,115
12,woody,Quercus velutina,45,106,23
12,woody,Sassafras albidum,1,1,1
12,woody,Tilia americana,0,0,0
12,woody,Ceanothus americanus,1,0,0
12,woody,Celastrus scandens,1,1,3
12,woody,Cornus racemosa,0,1,40
12,woody,Gaylussacia baccata,0,0,0
12,woody,Juniperus communis,1,1,6
12,woody,Parthenocissus quinquefolia,9,0,1
12,woody,Ribes cynosbati,3,0,1
12,woody,Rosa carolina,1,12,1
12,woody,Vaccinium corymbosum,2,0,0
12,woody,Vitis sp.,1,1,1
12,herb,Antennaria fallax,11,11,25
12,herb,Agropyron trachycaulum,1,1,0
12,herb,Amphicarpa bracteata,143,138,36
12,herb,Amph. Bract. V com.,0,0,0
12,herb,Andropogon gerardi,5,38,1
12,herb,Andropogon scoparius,0,13,1
12,herb,Aster macrophyllus,3,0,9
12,herb,Aster sagittifolius,14,15,3
12,herb,Cystopteris fragilis,0,0,0
12,herb,Desmodium nudiflorum,1,1,1
12,herb,Desmodium paniculatum,0,0,0
12,herb,Desmodium rotundifolium,0,0,0
12,herb,Erigeron pulchellus,1,2,1
12,herb,Festuca obtusa,0,0,0
12,herb,Galium boreale,0,0,0
12,herb,Galium circaezans,1,10,1
12,herb,Galium pilosum,11,26,18
12,herb,Galium triflorum,0,1,0
12,herb,Geranium maculatum,0,0,0
12,herb,Hepatica americana,25,1,1
12,herb,Heuchera richardsonii,3,1,5
12,herb,Hieracium venosum,1,1,1
12,herb,Hystrix patula,0,0,0
12,herb,Lathyrus ochroleucus,1,0,0
12,herb,Lespedeza intermedia,1,1,1
12,herb,Lespedeza virginica,10,23,2
12,herb,Lysimachia quadrifolia,4,1,1
12,herb,Monarda fistulosa,1,24,4
12,herb,Oenothera biennis,1,2,1
12,herb,Osmorhiza claytoni,0,0,0
12,herb,Panicum dichotomum,1,1,1
12,herb,Panicum latifolium,0,0,0
12,herb,Pedicularis canadensis,0,0,0
12,herb,Phlox pilosa,1,16,5
12,herb,Phryma leptostachya,0,0,0
12,herb,Poa compressa,20,25,78
12,herb,Potentilla simplex,11,11,1
12,herb,Prenanthes alba,0,0,0
12,herb,Prunella vulgaris,1,1,0
12,herb,Rubus flagellaris,12,231,125
12,herb,Rubus occidentalis,1,1,1
12,herb,Rudberckia hirta,17,22,12
12,herb,Sanicula sp.,0,0,0
12,herb,Senecio pauperculus,0,1,21
12,herb,Solidago juncea,1,5,1
12,herb,Solidago nemoralis,1,3,24
12,herb,Taenidia integerrima,1,2,29
12,herb,Thalictrum dioicum,0,0,0
12,herb,Vicia caroliniana,1,5,1
12,herb,Viola sororia,3,4,1
12,herb,Adiantum pedatum,0,0,0
12,herb,Anemonella thalictroides,0,0,0
12,herb,Apocynum androsaemifolium,28,45,10
12,herb,Asclepias exaltata,0,0,0
12,herb,Asclepias syriaca,1,1,1
12,herb,Carex pensylvanica,298,415,228
12,herb,Euphorbia corrolata,9,5,21
12,herb,Poa pratensis,25,1,8
12,herb,Polygonatum biflorum,1,4,5
12,herb,Pteridium aquilinum,13,184,82
12,herb,Smilacina racemosa,9,1,0
12,herb,Uvularia grandiflora,0,0,0
12,herb,Veronicastrum virginianum,0,0,0
12,herb,Helianthus divaricatus,16,20,23
12,herb,Parietaria pensylvanica,0,0,0
13,woody,Acer rubrum,81,10,10
13,woody,Amelanchier arborea,52,1,11
13,woody,Amelanchier laevis,1,0,0
13,woody,Amelanchier sanguinea,0,0,0
13,woody,Carya spp.,58,69,29
13,woody,Crataegus sp.,1,1,0
13,woody,Fraxinus americana,0,0,0
13,woody,Hamamelis virginiana,1,1,0
13,woody,Populus grandidentata,0,0,0
13,woody,Prunus serotina,626,458,398
13,woody,Prunus virginiana,38,12,128
13,woody,Quercus alba,365,491,113
13,woody,Quercus rubra,21,12,1
13,woody,Quercus velutina,65,9,39
13,woody,Sassafras albidum,1,26,1
13,woody,Tilia americana,0,0,0
13,woody,Ceanothus americanus,0,0,0
13,woody,Celastrus scandens,21,38,5
13,woody,Cornus racemosa,1,1,7
13,woody,Gaylussacia baccata,0,0,0
13,woody,Juniperus communis,11,1,3
13,woody,Parthenocissus quinquefolia,0,0,0
13,woody,Ribes cynosbati,33,14,31
13,woody,Rosa carolina,1,14,1
13,woody,Vaccinium corymbosum,1,3,0
13,woody,Vitis sp.,0,0,1
13,herb,Antennaria fallax,1,11,1
13,herb,Agropyron trachycaulum,4,1,1
13,herb,Amphicarpa bracteata,63,83,3
13,herb,Amph. Bract. V com.,0,0,0
13,herb,Andropogon gerardi,0,1,0
13,herb,Andropogon scoparius,0,0,0
13,herb,Aster macrophyllus,26,22,1
13,herb,Aster sagittifolius,1,3,1
13,herb,Cystopteris fragilis,0,0,1
13,herb,Desmodium nudiflorum,1,1,1
13,herb,Desmodium paniculatum,0,0,0
13,herb,Desmodium rotundifolium,0,0,0
13,herb,Erigeron pulchellus,1,0,0
13,herb,Festuca obtusa,9,1,0
13,herb,Galium boreale,38,27,4
13,herb,Galium circaezans,1,12,1
13,herb,Galium pilosum,0,0,0
13,herb,Galium triflorum,0,15,0
13,herb,Geranium maculatum,17,6,1
13,herb,Hepatica americana,191,61,103
13,herb,Heuchera richardsonii,0,0,3
13,herb,Hieracium venosum,0,0,1
13,herb,Hystrix patula,0,0,0
13,herb,Lathyrus ochroleucus,11,18,6
13,herb,Lespedeza intermedia,0,0,0
13,herb,Lespedeza virginica,0,0,0
13,herb,Lysimachia quadrifolia,1,30,19
13,herb,Monarda fistulosa,19,6,8
13,herb,Oenothera biennis,0,0,0
13,herb,Osmorhiza claytoni,0,0,0
13,herb,Panicum dichotomum,0,0,0
13,herb,Panicum latifolium,0,0,0
13,herb,Pedicularis canadensis,0,0,0
13,herb,Phlox pilosa,0,0,1
13,herb,Phryma leptostachya,0,1,0
13,herb,Poa compressa,4,55,38
13,herb,Potentilla simplex,4,23,1
13,herb,Prenanthes alba,0,6,1
13,herb,Prunella vulgaris,1,0,0
13,herb,Rubus flagellaris,11,32,20
13,herb,Rubus occidentalis,1,25,1
13,herb,Rudberckia hirta,0,1,0
13,herb,Sanicula sp.,9,1,0
13,herb,Senecio pauperculus,0,0,0
13,herb,Solidago juncea,1,1,1
13,herb,Solidago nemoralis,0,1,0
13,herb,Taenidia integerrima,1,0,0
13,herb,Thalictrum dioicum,26,1,0
13,herb,Vicia carolina,1,1,1
13,herb,Viola sororia,18,7,5
13,herb,Adiantum pedatum,0,0,0
13,herb,Anemonella thalictroides,38,7,3
13,herb,Apocynum androsaemifolium,0,0,1
13,herb,Asclepias exaltata,0,0,0
13,herb,Asclepias syriaca,2,3,1
13,herb,Carex pensylvanica,251,216,149
13,herb,Euphorbia corrolata,0,0,0
13,herb,Poa pratensis,10,6,29
13,herb,Polygonatum biflorum,1,2,10
13,herb,Pteridium aquilinum,22,2,43
13,herb,Smilacina racemosa,6,27,10
13,herb,Uvularia grandiflora ,1,1,1
13,herb,Veronicastrum virginianum,1,1,0
13,herb,Helianthus divaricatus,4,3,1
13,herb,Parietaria pensylvanica,0,0,1
14,woody,Acer rubrum,13,1,2
14,woody,Amelanchier arborea,11,1,13
14,woody,Amelanchier laevis,0,0,0
14,woody,Amelanchier sanguinea,0,1,0
14,woody,Carya spp.,57,51,19
